mesh,x,y,z,cls,interpolated,y_um,d_nn_um,d_nn_bl,pde_shared_zone
NSMR,0.0088697504252195,-2.774043381214142,0.4894616305828094,NSM,False,-318.4601801633835,52.30751993136375,0.45564041752059015,False
NSMR,0.0124354604631662,-2.7739412784576416,0.4896584376692772,NSM,False,-318.4484587669372,52.299705728324916,0.45557234954986864,False
NSMR,0.0105671286582946,-2.773888647556305,0.4910548627376556,NSM,False,-318.4424167394638,52.31817837978249,0.4557332611479311,False
NSMR,-0.0632770862430334,-2.707043170928955,0.4419583603739738,NSM,False,-310.768556022644,44.06955978586794,0.3838811828037277,False
NSMR,-0.0648679584264755,-2.706692934036255,0.4435101673007011,NSM,False,-310.728348827362,44.03989502459919,0.38362277895992325,False
NSMR,-0.0616862140595912,-2.706692934036255,0.4435101747512817,NSM,False,-310.728348827362,44.041328736353016,0.38363526773826667,False
NSMR,-0.0632770862430334,-2.7063426971435547,0.445061981678009,NSM,False,-310.6881416320801,44.01164491918983,0.3833766979023504,False
NSMR,0.0107288062572479,-2.68507719039917,0.4580388516187668,NSM,False,-308.2468614578247,41.70803020082733,0.36331036760302554,False
NSMR,0.008860470727086,-2.6850245594978333,0.4594352841377258,NSM,False,-308.2408194303512,41.71972984277302,0.3634122808603922,False
NSMR,0.0124261807650327,-2.684922456741333,0.4596320763230324,NSM,False,-308.229098033905,41.71092612310309,0.36333559340682137,False
NSMR,0.0105578452348709,-2.6848698258399963,0.4610285088419914,NSM,False,-308.2230560064316,41.72232857152915,0.36343491787046295,False
NSMR,0.010734025388956,-2.640965700149536,0.4430538117885589,NSM,False,-303.1828623771667,36.508352385487605,0.31801700684222656,False
NSMR,0.0088656917214393,-2.6409130692481995,0.4444502517580986,NSM,False,-303.1768203496933,36.51500036629501,0.31807491608270916,False
NSMR,0.0124313998967409,-2.640810966491699,0.4446470364928245,NSM,False,-303.1650989532471,36.50550949134138,0.31799224295593537,False
NSMR,0.0105630662292242,-2.6407583355903625,0.4460434764623642,NSM,False,-303.1590569257736,36.51181931825706,0.31804720660502667,False
NSMR,0.0105366129428148,-2.637031853199005,0.4431838691234588,NSM,False,-302.73125674724577,36.05913056222204,0.31410392475803167,False
NSMR,-0.0632770862430334,-2.6068623065948486,0.4081551730632782,NSM,False,-299.2677927970886,32.35924077080757,0.2818749196063377,False
NSMR,-0.0616862140595912,-2.6065120100975037,0.4097069799900055,NSM,False,-299.2275787591934,32.329710190196586,0.281617684583594,False
NSMR,-0.0648679584264755,-2.6065120100975037,0.4097069799900055,NSM,False,-299.2275787591934,32.33095887341077,0.28162856161507643,False
NSMR,-0.0632770862430334,-2.6061617136001587,0.4112587869167328,NSM,False,-299.1873647212982,32.29966137451924,0.28135593531811187,False
NSMR,-0.0632770862430334,-2.59497606754303,0.4066850543022156,NSM,False,-297.9032525539398,30.986691749980388,0.269918917682756,False
PDEL,-0.014634508639574,-2.47909414768219,0.1736679375171661,PDEL,False,-284.6000081539154,18.54329285316859,0.16152694122969155,True
PDEL,-0.0146345123648643,-2.456518530845642,0.1580705046653747,PDEL,False,-282.0083273410797,17.064270593139103,0.14864347206567163,True
PDEL,-0.012943796813488,-2.456262528896332,0.1597408875823021,PDEL,False,-281.97893831729886,16.944031686239466,0.14759609482786992,True
PDEL,-0.01632522046566,-2.456262528896332,0.1597408875823021,PDEL,False,-281.97893831729886,16.94048897326633,0.14756523495876595,True
PDEL,-0.0146345049142837,-2.4560065269470215,0.1614112704992294,PDEL,False,-281.94954929351803,16.822974343413613,0.14654158835726144,True
PDEL,-0.014634508639574,-2.2918511629104614,0.0450315475463867,PDEL,False,-263.10451350212094,0.39028385439508095,0.003399685142814294,True
PDEL,-0.0129437930881977,-2.291543126106262,0.0466939583420753,PDEL,False,-263.0691508769989,0.3868163849033328,0.0033694807047328643,True
PDEL,-0.01632522046566,-2.291543126106262,0.0466939583420753,PDEL,False,-263.0691508769989,0.6486717588599917,0.0056504508611497535,True
PDEL,-0.0146345049142837,-2.291235089302063,0.0483563691377639,PDEL,False,-263.03378825187684,0.6485357050502119,0.005649265723433901,True
PDEL,-0.0146345049142837,-2.1261008977890015,-0.0699115693569183,PDEL,False,-244.07638306617736,1.147146562603519,0.009992565876337275,True
PDEL,-0.0129437893629074,-2.125792980194092,-0.0682491660118103,PDEL,False,-244.04103412628174,0.9921390849183866,0.008642326523679326,True
PDEL,-0.01632522046566,-2.125792980194092,-0.0682491660118103,PDEL,False,-244.04103412628174,1.0062056634603669,0.008764857695647795,True
PDEL,-0.0146345049142837,-2.125485062599182,-0.0665867626667022,PDEL,False,-244.0056851863861,0.9170722283453198,0.007988434044819859,True
PDEL,-0.0146345049142837,-1.8893597722053528,-0.2316970974206924,PDEL,False,-216.8985018491745,0.4485697615178257,0.0039074021038138125,True
PDEL,-0.0129437893629074,-1.8890518546104431,-0.230034664273262,PDEL,False,-216.86315290927885,0.25537000601532983,0.00222447740431472,True
PDEL,-0.01632522046566,-1.8890518546104431,-0.230034664273262,PDEL,False,-216.86315290927885,0.643125228971007,0.00560213614086243,True
PDEL,-0.0146345049142837,-1.8887439370155337,-0.2283722311258316,PDEL,False,-216.82780396938327,0.4502278473536809,0.003921845360223701,True
PDEL,-0.0146345049142837,-1.6525258421897888,-0.3900311887264251,PDEL,False,-189.70996668338776,0.37156410318737154,0.0032366211079039335,True
PDEL,-0.01632522046566,-1.6522179245948792,-0.3883687481284141,PDEL,False,-189.67461774349212,0.6426274363564514,0.005597799968261772,True
PDEL,-0.0129437893629074,-1.6522179245948792,-0.3883687481284141,PDEL,False,-189.67461774349212,0.42946627109823204,0.0037409953928417426,True
PDEL,-0.0146345049142837,-1.6519100069999697,-0.3867063075304031,PDEL,False,-189.6392688035965,0.6759085728335072,0.005887705338270969,True
PDEL,-0.0146345049142837,-1.4917335510253906,-0.4718890339136123,PDEL,False,-171.25101165771483,1.355672630420464,0.011808995038505785,True
PDEL,-0.0129437893629074,-1.4914257526397705,-0.4702265933156013,PDEL,False,-171.21567640304565,1.1047524545429857,0.009623279220757714,True
PDEL,-0.01632522046566,-1.4914257526397705,-0.4702265933156013,PDEL,False,-171.21567640304565,1.290584714105754,0.011242027126356743,True
PDEL,-0.0146345049142837,-1.4911179542541504,-0.4685641527175903,PDEL,False,-171.18034114837647,1.0226140967487303,0.008907788299204968,True
PDEL,-0.0146345049142837,-1.2700506448745728,-0.5725326240062714,PDEL,False,-145.80181403160094,3.376858549141944,0.02941514415628871,True
PDEL,-0.0129437893629074,-1.2697427570819857,-0.5708701908588409,PDEL,False,-145.76646851301194,3.136836341547462,0.027324358375848973,True
PDEL,-0.01632522046566,-1.2697427570819857,-0.5708701908588409,PDEL,False,-145.76646851301194,3.266409637646981,0.02845304562410262,True
PDEL,-0.0146345049142837,-1.2694348692893982,-0.5692077577114105,PDEL,False,-145.73112299442292,3.017200825656525,0.0262822371572868,True
PDEL,-0.0146345049142837,-1.1044243574142456,-0.6227509081363678,PDEL,False,-126.78791623115539,4.461793715132826,0.03886579891230685,True
PDEL,-0.01632522046566,-1.104216456413269,-0.6210760325193405,PDEL,False,-126.76404919624328,4.31939416915683,0.03762538474875288,True
PDEL,-0.0129437893629074,-1.104216456413269,-0.6210760325193405,PDEL,False,-126.76404919624328,4.236549809661273,0.03690374398659646,True
PDEL,-0.0146345049142837,-1.1040085554122925,-0.6194011569023132,PDEL,False,-126.74018216133118,4.0861365558501985,0.03559352400566375,True
PDEL,-0.0146345049142837,-0.9326106905937196,-0.6551203429698944,PDEL,False,-107.06370728015901,7.2211771068235295,0.06290223960647674,True
