mesh,x,y,z
ADEL,0.038238417357206345,-2.7704721689224243,0.489960215985775
ADEL,0.0365515872836113,-2.789552927017212,0.4862290322780609
ADEL,0.03980514407157898,-2.789864182472229,0.4860532879829407
ADEL,0.03811831772327423,-2.7894251942634583,0.48453808575868607
ADEL,0.038238413631916046,-2.7899919152259827,0.4877442345023155
ADEL,0.03817836195230484,-2.799147844314575,0.48225437849760056
ADEL,0.03826754540205002,-2.6337178349494934,0.4115544632077217
ADEL,0.039595942944288254,-2.6324551105499268,0.41067204624414444
ADEL,0.03693914785981178,-2.6321693658828735,0.4106201231479645
ADEL,0.03826754540205002,-2.630906641483307,0.4097377061843872
ADEL,0.0383581779897213,-2.623757839202881,0.40987226366996765
ADEL,0.03744281455874443,-2.6241317987442017,0.4107639938592911
ADEL,0.039273541420698166,-2.624266028404236,0.4108874052762985
ADEL,0.0383581779897213,-2.6246399879455566,0.41177913546562195
ADEL,0.03886557184159756,-2.6048717498779297,0.40794727206230164
ADEL,0.03966628387570381,-2.6049774885177612,0.40701572597026825
ADEL,0.0380648598074913,-2.604922294616699,0.4068477600812912
ADEL,0.03886557184159756,-2.6050280332565308,0.4059162139892578
ADEL,0.05172603949904442,-2.580590784549713,0.39791108667850494
ADEL,0.05109330452978611,-2.580207645893097,0.39884263277053833
ADEL,0.05241623520851135,-2.5808428525924683,0.3990105986595154
ADEL,0.051783500239253044,-2.580459713935852,0.39994214475154877
ADEL,0.08674290962517262,-2.545718729496002,0.3878040015697479
ADEL,0.08692906610667706,-2.546450138092041,0.38687245547771454
ADEL,0.0864211767911911,-2.545041501522064,0.3867044895887375
ADEL,0.08660733327269554,-2.545772910118103,0.3857729434967041
ADEL,0.13005821779370308,-2.513576090335846,0.37452246993780136
ADEL,0.1301251109689474,-2.5127716660499573,0.37545401602983475
ADEL,0.13014731369912624,-2.514373004436493,0.3756219819188118
ADEL,0.13021420687437057,-2.5135685801506042,0.3765535280108452
ADEL,0.1709074191749096,-2.5023946166038513,0.37290775030851364
ADEL,0.17086607962846756,-2.503201186656952,0.37197620421648026
ADEL,0.17079301550984383,-2.501600503921509,0.3718082383275032
ADEL,0.1707516759634018,-2.5024070739746094,0.3708766922354698
ADEL,0.19408122450113297,-2.5014148354530334,0.3706798255443573
ADEL,0.194122564047575,-2.500608265399933,0.3716113716363907
ADEL,0.19419563189148903,-2.502208948135376,0.37177933007478714
ADEL,0.19423697143793106,-2.5014023780822754,0.3727108761668205
ADEL,0.1977793611586094,-2.501254618167877,0.37136075645685196
ADER,-0.21054156497120857,-2.501254439353943,0.3713606745004654
ADER,-0.20699918270111084,-2.5014021396636963,0.37271080911159515
ADER,-0.20695782452821732,-2.5022087693214417,0.37177926301956177
ADER,-0.20688476040959358,-2.5006080269813538,0.3716112971305847
ADER,-0.20684340223670006,-2.501414656639099,0.37067975103855133
ADER,-0.19877628982067108,-2.5024068355560303,0.37087663263082504
ADER,-0.19881762191653252,-2.5016002655029297,0.37180817872285843
ADER,-0.19889071211218834,-2.5032010078430176,0.3719761446118355
ADER,-0.19893204420804977,-2.502394437789917,0.37290769070386887
ADER,-0.17350127920508385,-2.51356840133667,0.376553475856781
ADER,-0.17343439534306526,-2.5143728852272034,0.3756219297647476
ADER,-0.17341217771172523,-2.512771427631378,0.37545396387577057
ADER,-0.17334529384970665,-2.5135759115219116,0.3745224177837372
ADER,-0.12989441491663456,-2.5457727313041687,0.3857729062438011
ADER,-0.12970822490751743,-2.545041263103485,0.3867044523358345
ADER,-0.13021618127822876,-2.5464499592781067,0.38687241822481155
ADER,-0.13002999126911163,-2.545718491077423,0.38780396431684494
ADER,-0.09507056511938572,-2.5804595351219177,0.3999421149492264
ADER,-0.09570334479212761,-2.580842673778534,0.399010568857193
ADER,-0.0943803284317255,-2.5802074670791626,0.39884260296821594
ADER,-0.09501310810446739,-2.580590605735779,0.39791105687618256
ADER,-0.08215265348553658,-2.605027914047241,0.4059161841869354
ADER,-0.08135193213820457,-2.6049221754074097,0.4068477302789688
ADER,-0.08295337483286858,-2.6049773693084717,0.40701569616794586
ADER,-0.08215265348553658,-2.60487163066864,0.40794724225997925
ADER,-0.08164527267217636,-2.624639868736267,0.41177910566329956
ADER,-0.08256064727902412,-2.6242659091949463,0.41088738292455673
ADER,-0.0807298980653286,-2.624131679534912,0.4107639640569687
ADER,-0.08164527267217636,-2.6237577199935913,0.40987224131822586
ADER,-0.08155464939773083,-2.630906581878662,0.4097376838326454
