mesh,vid,x,y,z
ADFL,122,0.0351279191672802,-2.6876893043518066,0.42164915800094604
ADFL,123,0.0351279191672802,-2.6892483234405518,0.4174729585647583
ADFL,124,0.0395340695977211,-2.7087090015411377,0.42530712485313416
ADFL,125,0.0395340695977211,-2.70857834815979,0.4289926588535309
ADFL,126,0.04322191700339317,-2.7087090015411377,0.42530712485313416
ADFL,127,0.04322191700339317,-2.70857834815979,0.4289926588535309
ADFL,128,0.03925803676247597,-2.670396327972412,0.41078582406044006
ADFL,129,0.03925803676247597,-2.6690666675567627,0.4143483340740204
ADFL,130,0.03545543923974037,-2.670396566390991,0.41078582406044006
ADFL,131,0.03545543923974037,-2.6690666675567627,0.4143483340740204
ADFL,132,0.03545543551445007,-2.6628048419952393,0.4107118546962738
ADFL,133,0.03545543551445007,-2.6653380393981934,0.4078759253025055
ADFL,134,0.03925803303718567,-2.6628048419952393,0.4107118546962738
ADFL,135,0.03925803303718567,-2.6653380393981934,0.4078759253025055
ADFL,136,0.03545543551445007,-2.658561944961548,0.3848452568054199
ADFL,137,0.03545543551445007,-2.6547658443450928,0.38506412506103516
